state,county,bbox
KS,"Brown County, KS","[-95.7889702, 39.6526089, -95.3397226, 40.000463]"
KS,"Butler County, KS","[-97.153664, 37.475544, -96.522782, 38.087929]"
KS,"Chase County, KS","[-96.842514, 38.0857284, -96.35378, 38.522473]"
KS,"Chautauqua County, KS","[-96.5281366, 36.998643, -95.963127, 37.303272]"
KS,"Cherokee County, KS","[-95.0751661, 36.9985962, -94.617648, 37.3399684]"
KS,"Cheyenne County, KS","[-102.0517919, 39.567753, -101.410202, 40.0032291]"
KS,"Clark County, KS","[-100.106796, 36.999528, -99.5399038, 37.475075]"
KS,"Clay County, KS","[-97.371154, 39.131961, -96.9587157, 39.567787]"
KS,"Cloud County, KS","[-97.9313925, 39.307137, -97.36834, 39.6539923]"
KS,"Coffey County, KS","[-95.959633, 38.037938, -95.5075621, 38.4341309]"
KS,"Comanche County, KS","[-99.54351, 36.9992458, -99.0004599, 37.38493]"
KS,"Cowley County, KS","[-97.153331, 36.99886, -96.526146, 37.476917]"
KS,"Crawford County, KS","[-95.088518, 37.3382509, -94.616789, 37.674911]"
KS,"Decatur County, KS","[-100.741272, 39.567497, -100.1784323, 40.002172]"
KS,"Dickinson County, KS","[-97.381215, 38.608974, -96.890019, 39.133513]"
KS,"Doniphan County, KS","[-95.340065, 39.6150447, -94.8588094, 40.0000292]"
KS,"Douglas County, KS","[-95.501496, 38.738483, -95.0558901, 39.069783]"
KS,"Edwards County, KS","[-99.569533, 37.733906, -99.013695, 38.0882]"
KS,"Elk County, KS","[-96.526695, 37.299622, -95.961002, 37.607015]"
KS,"Ellis County, KS","[-99.598228, 38.696087, -99.0375, 39.1333053]"
KS,"Ellsworth County, KS","[-98.486108, 38.521841, -97.926155, 38.8711487]"
KS,"Finney County, KS","[-101.1037575, 37.7363146, -100.225436, 38.263561]"
KS,"Ford County, KS","[-100.227531, 37.468868, -99.555733, 37.914986]"
KS,"Franklin County, KS","[-95.5087983, 38.389555, -95.0563413, 38.7388929]"
KS,"Geary County, KS","[-96.963688, 38.869704, -96.5009616, 39.2200852]"
KS,"Gove County, KS","[-100.816765, 38.696583, -100.148781, 39.1335004]"
KS,"Graham County, KS","[-100.164207, 39.131828, -99.601921, 39.56749]"
KS,"Grant County, KS","[-101.5270046, 37.3877536, -101.0893612, 37.7363756]"
KS,"Gray County, KS","[-100.6651393, 37.475716, -100.216454, 38.0009561]"
KS,"Greeley County, KS","[-102.0452085, 38.2623906, -101.5671168, 38.6997082]"
KS,"Greenwood County, KS","[-96.5253, 37.603761, -95.958134, 38.17266]"
KS,"Hamilton County, KS","[-102.0445079, 37.7363527, -101.5270046, 38.2632939]"
KS,"Harper County, KS","[-98.349804, 36.997824, -97.802313, 37.386298]"
KS,"Harvey County, KS","[-97.701905, 37.912002, -97.152476, 38.1745709]"
KS,"Haskell County, KS","[-101.0902358, 37.3877101, -100.65181, 37.7368112]"
KS,"Hodgeman County, KS","[-100.227219, 37.913815, -99.567932, 38.2622958]"
KS,"Jackson County, KS","[-96.0368496, 39.216081, -95.564152, 39.6530082]"
KS,"Jefferson County, KS","[-95.598348, 39.031552, -95.1798547, 39.420944]"
KS,"Jewell County, KS","[-98.506905, 39.567028, -97.930466, 40.002662]"
KS,"Johnson County, KS","[-95.056497, 38.738099, -94.607382, 39.0616571]"
KS,"Kearny County, KS","[-101.5424169, 37.7360728, -101.0896302, 38.264008]"
KS,"Kingman County, KS","[-98.466766, 37.384056, -97.806717, 37.734535]"
KS,"Kiowa County, KS","[-99.558372, 37.38237, -99.013542, 37.73539]"
KS,"Labette County, KS","[-95.522415, 36.9992774, -95.073504, 37.38436]"
KS,"Lane County, KS","[-100.688202, 38.2623015, -100.244421, 38.703697]"
KS,"Leavenworth County, KS","[-95.1878293, 38.953836, -94.775532, 39.419218]"
KS,"Lincoln County, KS","[-98.4901958, 38.8708334, -97.9283453, 39.2198047]"
KS,"Linn County, KS","[-95.077876, 38.036786, -94.612493, 38.389625]"
KS,"Logan County, KS","[-101.484985, 38.700092, -100.812088, 39.1349037]"
KS,"Lyon County, KS","[-96.357277, 38.170939, -95.945661, 38.7391264]"
KS,"McPherson County, KS","[-97.926254, 38.17372, -97.3717283, 38.610218]"
KS,"Marion County, KS","[-97.3719322, 38.0857284, -96.819509, 38.609559]"
KS,"Marshall County, KS","[-96.8067241, 39.566091, -96.2381146, 40.001541]"
KS,"Meade County, KS","[-100.652039, 37.0001496, -100.0894928, 37.475838]"
KS,"Miami County, KS","[-95.0659047, 38.38879, -94.60908, 38.738587]"
KS,"Mitchell County, KS","[-98.4901958, 39.2192395, -97.926888, 39.567535]"
KS,"Montgomery County, KS","[-95.965073, 36.999104, -95.52113, 37.386668]"
KS,"Morris County, KS","[-96.933924, 38.521538, -96.35261, 38.870352]"
KS,"Morton County, KS","[-102.042132, 36.9930715, -101.555239, 37.3891904]"
KS,"Nemaha County, KS","[-96.2395681, 39.5659458, -95.788092, 40.0009373]"
KS,"Neosho County, KS","[-95.526136, 37.38372, -95.087632, 37.734202]"
KS,"Ness County, KS","[-100.248077, 38.262179, -99.584207, 38.697556]"
KS,"Norton County, KS","[-100.181412, 39.566521, -99.6253129, 40.0018872]"
KS,"Osage County, KS","[-95.950282, 38.433862, -95.500473, 38.870054]"
KS,"Osborne County, KS","[-99.049683, 39.1327417, -98.486618, 39.568569]"
KS,"Ottawa County, KS","[-97.9301237, 38.9578356, -97.370026, 39.307335]"
KS,"Pawnee County, KS","[-99.584803, 37.999813, -98.91236, 38.350719]"
KS,"Phillips County, KS","[-99.628349, 39.5672933, -99.0660768, 40.0022059]"
KS,"Pottawatomie County, KS","[-96.7277425, 39.1263837, -96.035574, 39.566231]"
KS,"Pratt County, KS","[-99.014221, 37.471004, -98.464899, 37.826374]"
KS,"Rawlins County, KS","[-101.412842, 39.568256, -100.7398662, 40.0027275]"
KS,"Reno County, KS","[-98.473104, 37.733658, -97.698692, 38.1738097]"
KS,"Republic County, KS","[-97.9328785, 39.6533149, -97.3687238, 40.0021654]"
KS,"Rice County, KS","[-98.480649, 38.159161, -97.921265, 38.522743]"
KS,"Riley County, KS","[-96.9615738, 39.0433186, -96.389043, 39.5665082]"
KS,"Rooks County, KS","[-99.605415, 39.1325667, -99.043976, 39.568817]"
KS,"Rush County, KS","[-99.584794, 38.34833, -99.032408, 38.696807]"
KS,"Russell County, KS","[-99.042626, 38.696699, -98.483796, 39.133121]"
KS,"Saline County, KS","[-97.9286646, 38.609353, -97.3716163, 38.958507]"
KS,"Scott County, KS","[-101.12928, 38.262657, -100.684456, 38.703697]"
KS,"Sedgwick County, KS","[-97.808358, 37.474184, -97.152145, 37.912733]"
KS,"Seward County, KS","[-101.0681098, 36.9979436, -100.6329326, 37.387756]"
KS,"Shawnee County, KS","[-96.0390871, 38.868867, -95.500254, 39.2167022]"
KS,"Sheridan County, KS","[-100.721558, 39.131893, -100.163452, 39.568459]"
KS,"Sherman County, KS","[-102.0497638, 39.133026, -101.39016, 39.568565]"
KS,"Smith County, KS","[-99.0670298, 39.567429, -98.5047121, 40.002553]"
KS,"Stafford County, KS","[-99.022438, 37.824497, -98.471915, 38.261285]"
KS,"Stanton County, KS","[-102.04199, 37.3882595, -101.5257594, 37.7385543]"
KS,"Stevens County, KS","[-101.5567007, 36.995414, -101.0667008, 37.388412]"
KS,"Sumner County, KS","[-97.8076, 36.998682, -97.147714, 37.4772857]"
KS,"Thomas County, KS","[-101.391281, 39.133053, -100.720108, 39.568802]"
KS,"Trego County, KS","[-100.154282, 38.696407, -99.5918343, 39.132858]"
KS,"Wabaunsee County, KS","[-96.501659, 38.738983, -95.945924, 39.2115273]"
KS,"Wallace County, KS","[-102.0470808, 38.6978303, -101.4780679, 39.1349037]"
KS,"Washington County, KS","[-97.369199, 39.5663977, -96.8060076, 40.002023]"
KS,"Wichita County, KS","[-101.5675045, 38.2631436, -101.125404, 38.700176]"
KS,"Wilson County, KS","[-95.962662, 37.383933, -95.524896, 37.734482]"
KS,"Woodson County, KS","[-95.961598, 37.732727, -95.518951, 38.040195]"
KS,"Wyandotte County, KS","[-94.908765, 38.991401, -94.5882049, 39.2030119]"
KY,"Adair County, KY","[-85.527092, 36.925442, -85.043037, 37.312031]"
KY,"Allen County, KY","[-86.4190482, 36.6286269, -85.94912, 36.9356305]"
KY,"Anderson County, KY","[-85.170062, 37.884348, -84.7963314, 38.129607]"
KY,"Ballard County, KY","[-89.182509, 36.9154925, -88.8159579, 37.2300973]"
KY,"Barren County, KY","[-86.1764144, 36.7227285, -85.739166, 37.169395]"
KY,"Bath County, KY","[-83.980284, 37.9925496, -83.462768, 38.3026858]"
KY,"Bell County, KY","[-83.957237, 36.582581, -83.4594627, 36.9557935]"
KY,"Boone County, KY","[-84.8973868, 38.777252, -84.597969, 39.1477997]"
KY,"Bourbon County, KY","[-84.4426656, 38.067014, -83.969251, 38.37175]"
KY,"Boyd County, KY","[-82.817729, 38.2346922, -82.571877, 38.505808]"
KY,"Boyle County, KY","[-85.0396788, 37.5321136, -84.6517508, 37.717033]"
KY,"Bracken County, KY","[-84.2359248, 38.54969, -83.9040704, 38.8274657]"
KY,"Breathitt County, KY","[-83.580208, 37.33004, -82.948544, 37.6999949]"
KY,"Breckinridge County, KY","[-86.678177, 37.558637, -86.151324, 38.045757]"
KY,"Bullitt County, KY","[-85.938321, 37.805866, -85.42905, 38.118173]"
KY,"Butler County, KY","[-86.9449437, 36.9997727, -86.3991704, 37.3951302]"
KY,"Caldwell County, KY","[-88.0957862, 36.950756, -87.6800493, 37.3794527]"
KY,"Calloway County, KY","[-88.4890738, 36.497118, -88.032489, 36.7506792]"
KY,"Campbell County, KY","[-84.5061212, 38.8057885, -84.2319651, 39.1219351]"
KY,"Carlisle County, KY","[-89.179229, 36.7716329, -88.812691, 36.9548827]"
KY,"Carroll County, KY","[-85.3331368, 38.580216, -84.93276, 38.7612585]"
KY,"Carter County, KY","[-83.3414749, 38.1683166, -82.7716771, 38.5046029]"
KY,"Casey County, KY","[-85.1651783, 37.1022601, -84.706122, 37.5513284]"
KY,"Christian County, KY","[-87.733658, 36.6370728, -87.2593762, 37.159346]"
KY,"Clark County, KY","[-84.348974, 37.8218107, -83.9663139, 38.115162]"
KY,"Clay County, KY","[-83.969571, 36.937668, -83.505113, 37.358105]"
KY,"Clinton County, KY","[-85.2959979, 36.615465, -84.974811, 36.8880247]"
KY,"Crittenden County, KY","[-88.3580355, 37.1260943, -87.8003303, 37.5471629]"
KY,"Cumberland County, KY","[-85.601212, 36.6185299, -85.2154098, 36.938419]"
KY,"Daviess County, KY","[-87.4085519, 37.5608099, -86.816788, 37.9302]"
KY,"Edmonson County, KY","[-86.4691308, 37.05312, -86.048958, 37.3408028]"
KY,"Elliott County, KY","[-83.2708528, 37.996459, -82.8886257, 38.2669719]"
KY,"Estill County, KY","[-84.1269524, 37.542873, -83.722473, 37.8529105]"
KY,"Fayette County, KY","[-84.6601385, 37.8452952, -84.282715, 38.211404]"
KY,"Fleming County, KY","[-83.984543, 38.1709249, -83.4527975, 38.525381]"
KY,"Floyd County, KY","[-82.946065, 37.2853307, -82.5635644, 37.7562562]"
KY,"Franklin County, KY","[-85.024264, 38.093437, -84.7251715, 38.374847]"
KY,"Fulton County, KY","[-89.571509, 36.497491, -88.834588, 36.6504818]"
KY,"Gallatin County, KY","[-85.0231647, 38.6625594, -84.660027, 38.859575]"
KY,"Garrard County, KY","[-84.7455847, 37.47267, -84.3478099, 37.83023]"
KY,"Grant County, KY","[-84.785788, 38.473039, -84.476299, 38.803749]"
KY,"Graves County, KY","[-88.8196182, 36.5011028, -88.48439, 36.946957]"
KY,"Grayson County, KY","[-86.6690093, 37.3211057, -86.018677, 37.623037]"
KY,"Green County, KY","[-85.69725, 37.109348, -85.353226, 37.47185]"
KY,"Greenup County, KY","[-83.1676775, 38.373935, -82.665548, 38.7565188]"
KY,"Hancock County, KY","[-86.987816, 37.654957, -86.622498, 37.999392]"
KY,"Hardin County, KY","[-86.277558, 37.440109, -85.676072, 38.0050787]"
KY,"Harlan County, KY","[-83.5117331, 36.6647517, -82.855735, 37.021211]"
KY,"Harrison County, KY","[-84.557375, 38.277852, -84.1026802, 38.582058]"
KY,"Hart County, KY","[-86.161548, 37.148109, -85.651154, 37.449933]"
KY,"Henderson County, KY","[-87.9270417, 37.6383833, -87.2711677, 37.9753521]"
KY,"Henry County, KY","[-85.345978, 38.335586, -84.8668377, 38.5967707]"
KY,"Hickman County, KY","[-89.201047, 36.502611, -88.8131541, 36.7972722]"
KY,"Hopkins County, KY","[-87.8518293, 37.105344, -87.295376, 37.5700551]"
KY,"Jackson County, KY","[-84.2053102, 37.250551, -83.7819328, 37.581585]"
KY,"Jefferson County, KY","[-85.9470644, 37.9971, -85.4051, 38.3801391]"
KY,"Jessamine County, KY","[-84.7245524, 37.72855, -84.434336, 38.0037497]"
KY,"Johnson County, KY","[-83.0046529, 37.703231, -82.6123965, 38.0005277]"
KY,"Kenton County, KY","[-84.6237028, 38.7900848, -84.4174867, 39.0999244]"
KY,"Knott County, KY","[-83.134715, 37.1724019, -82.7108094, 37.5263296]"
KY,"Knox County, KY","[-84.0947104, 36.6872657, -83.566142, 37.0551563]"
KY,"Larue County, KY","[-85.894264, 37.4220029, -85.465952, 37.732352]"
KY,"Laurel County, KY","[-84.3688908, 36.9391231, -83.862477, 37.3358992]"
KY,"Lawrence County, KY","[-83.0252259, 37.8792798, -82.464067, 38.2690259]"
KY,"Lee County, KY","[-83.9055851, 37.4868284, -83.5223125, 37.717628]"
KY,"Leslie County, KY","[-83.553101, 36.8831606, -83.164359, 37.320649]"
KY,"Letcher County, KY","[-83.1539856, 36.9541701, -82.565379, 37.2733735]"
KY,"Lewis County, KY","[-83.6450722, 38.3182659, -83.0239456, 38.725531]"
KY,"Lincoln County, KY","[-84.86013, 37.238328, -84.446719, 37.640369]"
KY,"Livingston County, KY","[-88.566088, 36.981911, -88.1871988, 37.425216]"
KY,"Logan County, KY","[-87.0606704, 36.6429237, -86.611511, 37.073574]"
KY,"Lyon County, KY","[-88.240371, 36.867416, -87.876999, 37.1796905]"
KY,"McCracken County, KY","[-88.9422054, 36.941875, -88.482918, 37.228847]"
KY,"McCreary County, KY","[-84.7786079, 36.591784, -84.22677, 36.962885]"
KY,"McLean County, KY","[-87.499649, 37.380516, -87.0382651, 37.6835703]"
KY,"Madison County, KY","[-84.5256474, 37.515279, -84.073768, 37.9175538]"
KY,"Magoffin County, KY","[-83.270735, 37.4865318, -82.878544, 37.894675]"
KY,"Marion County, KY","[-85.52129, 37.412045, -85.0301523, 37.7306114]"
KY,"Marshall County, KY","[-88.4857245, 36.7463438, -88.1108201, 37.064183]"
KY,"Martin County, KY","[-82.6744674, 37.6686664, -82.310777, 37.9627929]"
KY,"Mason County, KY","[-83.9916098, 38.456459, -83.624725, 38.7679689]"
KY,"Meade County, KY","[-86.4906849, 37.7988382, -85.9759376, 38.1967278]"
KY,"Menifee County, KY","[-83.7771973, 37.8182303, -83.4339457, 38.0588907]"
KY,"Mercer County, KY","[-85.031456, 37.678854, -84.6880782, 37.9700953]"
KY,"Metcalfe County, KY","[-85.777061, 36.818046, -85.441803, 37.182198]"
KY,"Monroe County, KY","[-85.976997, 36.614994, -85.4363327, 36.841614]"
KY,"Montgomery County, KY","[-84.080238, 37.9001565, -83.7557099, 38.1920388]"
KY,"Morgan County, KY","[-83.5066166, 37.712657, -82.9608996, 38.1153936]"
KY,"Muhlenberg County, KY","[-87.388979, 37.0405636, -86.8812588, 37.416049]"
KY,"Nelson County, KY","[-85.74257, 37.522955, -85.150549, 37.990654]"
KY,"Nicholas County, KY","[-84.19405, 38.1920388, -83.833542, 38.4605088]"
KY,"Ohio County, KY","[-87.1374214, 37.2123198, -86.5764763, 37.7377609]"
KY,"Oldham County, KY","[-85.6378787, 38.2853164, -85.2830865, 38.5239823]"
KY,"Owen County, KY","[-85.07605, 38.3385278, -84.580539, 38.7246262]"
KY,"Owsley County, KY","[-83.8883151, 37.255664, -83.521254, 37.541426]"
KY,"Pendleton County, KY","[-84.5322673, 38.5294423, -84.1953506, 38.8746992]"
KY,"Perry County, KY","[-83.553942, 36.991845, -83.000146, 37.443538]"
KY,"Pike County, KY","[-82.7327199, 37.196099, -81.9645413, 37.7450751]"
KY,"Powell County, KY","[-84.0273745, 37.716106, -83.6310645, 37.9339054]"
KY,"Pulaski County, KY","[-84.9070664, 36.867133, -84.278702, 37.355495]"
KY,"Robertson County, KY","[-84.1839199, 38.420206, -83.9303526, 38.6085545]"
KY,"Rockcastle County, KY","[-84.5029288, 37.1517489, -84.1291095, 37.539876]"
KY,"Rowan County, KY","[-83.6351992, 38.0169816, -83.1989984, 38.3964864]"
KY,"Russell County, KY","[-85.274971, 36.8273412, -84.8357283, 37.186024]"
KY,"Scott County, KY","[-84.7405984, 38.110779, -84.4018523, 38.492917]"
KY,"Shelby County, KY","[-85.4682106, 38.036753, -84.956959, 38.3580615]"
KY,"Simpson County, KY","[-86.7628886, 36.6335536, -86.400604, 36.882961]"
KY,"Spencer County, KY","[-85.516882, 37.939838, -85.101646, 38.147474]"
KY,"Taylor County, KY","[-85.586906, 37.192234, -85.0737461, 37.4829585]"
KY,"Todd County, KY","[-87.3358769, 36.6416729, -87.0500689, 37.0758041]"
KY,"Trigg County, KY","[-88.157745, 36.6347511, -87.659996, 37.002094]"
KY,"Trimble County, KY","[-85.4569047, 38.492615, -85.16827, 38.7370666]"
KY,"Union County, KY","[-88.160187, 37.4697653, -87.7345503, 37.9017252]"
KY,"Warren County, KY","[-86.674467, 36.7761938, -86.113571, 37.1907155]"
KY,"Washington County, KY","[-85.4013464, 37.63089, -85.00052, 37.917169]"
KY,"Wayne County, KY","[-85.0643113, 36.6032639, -84.5724812, 36.9976058]"
KY,"Webster County, KY","[-87.9439257, 37.3506384, -87.3750817, 37.6475467]"
KY,"Whitley County, KY","[-84.355967, 36.5877579, -83.8775069, 36.9730025]"
KY,"Wolfe County, KY","[-83.707924, 37.6191116, -83.242771, 37.8619135]"
KY,"Woodford County, KY","[-84.8660161, 37.8470275, -84.625079, 38.1954343]"
LA,"Acadia Parish, LA","[-92.632318, 30.049126, -92.141891, 30.4811705]"
LA,"Allen Parish, LA","[-93.1312646, 30.4235998, -92.582741, 30.8989521]"
LA,"Ascension Parish, LA","[-91.1066033, 30.0626034, -90.632332, 30.3470644]"
LA,"Assumption Parish, LA","[-91.260338, 29.626368, -90.885307, 30.0816433]"
LA,"Avoyelles Parish, LA","[-92.281143, 30.847645, -91.6778441, 31.343952]"
LA,"Beauregard Parish, LA","[-93.74181, 30.4022934, -92.976617, 30.8837695]"
LA,"Bienville Parish, LA","[-93.428745, 32.147413, -92.773173, 32.585265]"
LA,"Bossier Parish, LA","[-93.845224, 32.2350925, -93.372722, 33.0194557]"
LA,"Caddo Parish, LA","[-94.0431869, 32.195625, -93.461792, 33.0195943]"
LA,"Calcasieu Parish, LA","[-93.7660903, 30.0381979, -92.8876096, 30.4904181]"
LA,"Caldwell Parish, LA","[-92.3128856, 31.9271997, -91.867558, 32.27766]"
LA,"Cameron Parish, LA","[-93.9280671, 29.5273497, -92.613679, 30.0526746]"
LA,Cameron Parish,"[-93.9280671, 29.5273497, -92.613679, 30.0526746]"
LA,"Catahoula Parish, LA","[-92.023515, 31.221012, -91.53566, 31.97169]"
LA,"Claiborne Parish, LA","[-93.2386105, 32.583763, -92.7245727, 33.0184224]"
LA,"Concordia Parish, LA","[-91.867607, 30.9969969, -91.3785942, 31.762226]"
LA,"De Soto Parish, LA","[-94.043076, 31.8442887, -93.352763, 32.345646]"
LA,"East Baton Rouge Parish, LA","[-91.3163654, 30.312469, -90.8441223, 30.7192468]"
LA,"East Carroll Parish, LA","[-91.457695, 32.537571, -91.002962, 33.0051965]"
LA,"East Feliciana Parish, LA","[-91.3207828, 30.6474856, -90.826027, 30.9995932]"
LA,"Evangeline Parish, LA","[-92.6338985, 30.4803534, -92.172314, 31.00156]"
LA,"Franklin Parish, LA","[-91.933229, 31.871896, -91.450737, 32.405768]"
LA,"Grant Parish, LA","[-92.973529, 31.3871774, -92.196131, 31.797747]"
LA,"Iberia Parish, LA","[-92.0457347, 29.3589907, -91.222214, 30.122484]"
LA,Iberia Parish,"[-92.0457347, 29.3589907, -91.222214, 30.122484]"
LA,"Iberville Parish, LA","[-91.7012457, 30.025621, -91.0191277, 30.4975875]"
LA,"Jackson Parish, LA","[-92.8223, 32.1455361, -92.312027, 32.4963099]"
LA,"Jefferson Parish, LA","[-90.2802345, 29.0950647, -89.8996794, 30.1890575]"
LA,Jefferson Parish,"[-90.2802345, 29.0950647, -89.8996794, 30.1890575]"
LA,"Jefferson Davis Parish, LA","[-93.1311763, 30.037455, -92.583089, 30.4881346]"
LA,"Lafayette Parish, LA","[-92.284675, 30.034729, -91.905544, 30.380138]"
LA,"Lafourche Parish, LA","[-91.006743, 28.9943529, -89.998947, 29.922407]"
LA,Lafourche Parish,"[-91.006743, 28.9943529, -89.998947, 29.922407]"
LA,"La Salle Parish, LA","[-92.384613, 31.323158, -92.005646, 31.9277941]"
LA,"Lincoln Parish, LA","[-92.880935, 32.4528156, -92.4150443, 32.7600257]"
LA,"Livingston Parish, LA","[-90.9914815, 30.174959, -90.473831, 30.6500399]"
LA,"Madison Parish, LA","[-91.557014, 32.1197714, -90.9020068, 32.5626793]"
LA,"Morehouse Parish, LA","[-92.0856921, 32.5056968, -91.4359932, 33.0080207]"
LA,"Natchitoches Parish, LA","[-93.441803, 31.3466556, -92.7188188, 32.148509]"
LA,"Orleans Parish, LA","[-90.1399307, 29.8654809, -89.6251763, 30.1994687]"
LA,Orleans Parish,"[-90.1399307, 29.8654809, -89.6251763, 30.1994687]"
LA,"Ouachita Parish, LA","[-92.415543, 32.263077, -91.9032576, 32.7228497]"
LA,"Plaquemines Parish, LA","[-90.075683, 28.8542892, -88.8808596, 29.9042112]"
LA,Plaquemines Parish,"[-90.075683, 28.8542892, -88.8808596, 29.9042112]"
